COMMID,comm_type,T1,T2,T3,T4,STRATUM,wave,index,comm,denc,div,econ,health,house,market,soc,trans,edc,mart,sani
212304,4. RURAL VILLAGE,21,2,3,4,4,2000,44.531666667,3.9,5.5,4,1,4,6.75,4.375,1.25,6.6666666667,2.54,1.25,3.3
212304,4. RURAL VILLAGE,21,2,3,4,4,2004,39.663333333,5.8,5.5,3,5,3,5.5,0,1.25,3.3333333333,2.28,1.5,3.5
212304,4. RURAL VILLAGE,21,2,3,4,4,2006,48.206666667,4.6,4.5,4,6,6,6.25,0,1.25,6.6666666667,2.14,2,4.8
212304,4. RURAL VILLAGE,21,2,3,4,4,2009,60.167056277,5.64,5.5,5.5,3,7.5,6.9318181818,1.4285714286,5,6.6666666667,2.7,3.5,6.8
212304,4. RURAL VILLAGE,21,2,3,4,4,2011,60.707142857,,5,5,3,7.5,6.1904761905,6.25,1.25,6.6666666667,2.26,4.5,4.8
212305,3. COUNTY TOWN NEIGHBORHOOD,21,2,3,5,3,2000,82.11,6.2,4.5,7.5,4,8,9.25,6.25,1.25,10,6.16,10,9
212305,3. COUNTY TOWN NEIGHBORHOOD,21,2,3,5,3,2004,99.335,7.3,4.5,7,8,8,9.375,10,10,10,5.16,10,10
212305,3. COUNTY TOWN NEIGHBORHOOD,21,2,3,5,3,2006,87.418333333,7.4,4.5,6,8,6,9.625,10,2.5,8.3333333333,5.56,10,9.5
212305,3. COUNTY TOWN NEIGHBORHOOD,21,2,3,5,3,2009,98.88,8.6,8.5,7.5,10,6,9.5,10,10,5,5.48,8.5,9.8
212305,3. COUNTY TOWN NEIGHBORHOOD,21,2,3,5,3,2011,96.450238095,,7,7.5,10,7.5,9.375,6.4285714286,10,6.6666666667,5.88,8,9.5
212401,3. COUNTY TOWN NEIGHBORHOOD,21,2,4,1,3,1989,68.722380952,5,6.5,3,5,8,8.2857142857,5,0,6.6666666667,5.22,6.25,9.8
212401,3. COUNTY TOWN NEIGHBORHOOD,21,2,4,1,3,1991,64.6425,5,6.5,2,5,8,9.5325,6.25,0,10,5.46,0,6.9
212401,3. COUNTY TOWN NEIGHBORHOOD,21,2,4,1,3,1993,61.698333333,4,6,3,5,8,8.46,8.125,0,3.3333333333,5.78,0,10
212401,3. COUNTY TOWN NEIGHBORHOOD,21,2,4,1,3,2000,80.366666667,5.2,8,4,5,8,9.625,9.375,2.5,6.6666666667,5.5,7.5,9
212401,3. COUNTY TOWN NEIGHBORHOOD,21,2,4,1,3,2004,87.508809524,6.5,8,5.5,10,8,9.875,6.6071428571,2.5,6.6666666667,5.86,8.5,9.5
212401,3. COUNTY TOWN NEIGHBORHOOD,21,2,4,1,3,2006,94.016666667,7.1,8,5.25,10,8,9.75,10,6.25,6.6666666667,5.5,7.5,10
212401,3. COUNTY TOWN NEIGHBORHOOD,21,2,4,1,3,2009,86.626666667,6,8,6.5,10,8.75,9.75,8.75,1.25,6.6666666667,5.96,7,8
212401,3. COUNTY TOWN NEIGHBORHOOD,21,2,4,1,3,2011,92.791666667,,8,6.5,10,8.75,9.875,10,2.5,6.6666666667,5.7,6.5,10
212402,4. RURAL VILLAGE,21,2,4,2,4,1989,39.648095238,2.9,5.5,2,1.25,6,2.1428571429,1.4285714286,0,6.6666666667,2.66,7.5,1.6
212402,4. RURAL VILLAGE,21,2,4,2,4,1991,42.26952381,4.58,5.5,2,2,4.8,2.5,2.1428571429,0,6.6666666667,2.98,7.5,1.6
212402,4. RURAL VILLAGE,21,2,4,2,4,1993,43.93952381,3,5.5,3,1.75,6,2.5,2.1428571429,0,6.6666666667,2.78,7.5,3.1
212402,4. RURAL VILLAGE,21,2,4,2,4,2000,55.26547619,4,5.5,4,6,4.8,4.125,2.8571428571,2.5,8.3333333333,3.3,8.75,1.1
212402,4. RURAL VILLAGE,21,2,4,2,4,2004,51.132142857,5.8,5.5,3.5,1,6,4.875,2.8571428571,0,10,3.5,4.5,3.6
212402,4. RURAL VILLAGE,21,2,4,2,4,2006,58.412142857,7.1,5.5,4.5,5,6,4.625,2.8571428571,1.25,10,3.28,4.5,3.8
212402,4. RURAL VILLAGE,21,2,4,2,4,2009,56.87,6.9,5,5.5,3,3.75,6.25,2.5,1.25,10,3.42,4,5.3
212402,4. RURAL VILLAGE,21,2,4,2,4,2011,59.301190476,,5,6.25,4,7.5,6.875,2.1428571429,0,8.3333333333,3.6,4,4.3
212403,4. RURAL VILLAGE,21,2,4,3,4,1989,43.043333333,3.16,5.5,2.5,1.5,8,0.7738095238,4.6428571429,0,6.6666666667,1.7,7.5,1.1
212403,4. RURAL VILLAGE,21,2,4,3,4,1991,45.992738095,4.56,5.5,2.5,1.5,4,2.7775,3.9285714286,0,6.6666666667,2.06,7.5,5
212403,4. RURAL VILLAGE,21,2,4,3,4,1993,41.200357143,3,5.5,3.5,2.5,3.2,2.6575,4.6428571429,0,5,2.1,7.5,1.6
212403,4. RURAL VILLAGE,21,2,4,3,4,2000,59.555238095,4.1,5.5,5,4.1,6,5,2.6785714286,5,6.6666666667,2.76,8.75,4
212403,4. RURAL VILLAGE,21,2,4,3,4,2004,48.426666667,5.4,5.5,4,1.5,6,4.5,2.5,0,6.6666666667,2.86,5.5,4
212403,4. RURAL VILLAGE,21,2,4,3,4,2006,53.483571429,7.2,5.5,5,6,6,4.875,1.4285714286,0,5,2.98,5.5,4
212403,4. RURAL VILLAGE,21,2,4,3,4,2009,58.397380952,7.5,5,5.5,4,7.5,7.125,1.7857142857,0,6.6666666667,2.82,5,5.5
212403,4. RURAL VILLAGE,21,2,4,3,4,2011,64.387142857,,5,5.5,4,7.5,7.25,2.8571428571,2.5,5,2.88,6,8.3
212404,4. RURAL VILLAGE,21,2,4,4,4,1989,41.358571429,3.1,6.5,4.25,2,6,1.0952380952,2.5,0,3.3333333333,3.28,7.5,1.8
212404,4. RURAL VILLAGE,21,2,4,4,4,1991,48.187619048,3.6,6.5,4.25,2.75,6,3.2142857143,2.5,0,3.3333333333,3.54,7.5,5
212404,4. RURAL VILLAGE,21,2,4,4,4,1993,44.7125,3.41,6.5,4.75,1,6,3.3825,2.5,0,5,3.32,6.25,2.6
212404,4. RURAL VILLAGE,21,2,4,4,4,2000,47.15297619,3.89,6.5,5.5,1.5,4.8,5.2625,2.8571428571,0,3.3333333333,3.96,8.75,0.8
212404,4. RURAL VILLAGE,21,2,4,4,4,2004,53.090952381,5.2,6.5,5.25,1,6,5.5,3.2142857143,0,6.6666666667,4.26,5.5,4
212404,4. RURAL VILLAGE,21,2,4,4,4,2006,59.098095238,5.81,6.5,6,2,6,4.5257142857,4.2857142857,3.75,6.6666666667,4.26,4,5.3
212404,4. RURAL VILLAGE,21,2,4,4,4,2009,62.50952381,7.1,6.5,6.5,2.5,7.5,5.75,2.1428571429,1.25,6.6666666667,4.3,7,5.3
212404,4. RURAL VILLAGE,21,2,4,4,4,2011,61.127857143,,6,6,4.5,7.5,7.125,2.1428571429,0,5,4.16,6.5,4.3
231101,1. URBAN NEIGHBORHOOD,23,1,1,1,1,1997,86.203333333,6.2,8,4.5,10,8,10,5,0,8.3333333333,7.62,8.75,9.8
231101,1. URBAN NEIGHBORHOOD,23,1,1,1,1,2000,83.556666667,6.2,8,5,10,6.4,10,5,2.5,6.6666666667,8.04,6.25,9.5
231101,1. URBAN NEIGHBORHOOD,23,1,1,1,1,2004,98.241666667,7.7,8,5,10,6.4,9.875,7.5,10,6.6666666667,7.8,9.5,9.8
231101,1. URBAN NEIGHBORHOOD,23,1,1,1,1,2006,89.106666667,7.5,7.5,6,10,6.4,10,5,5,6.6666666667,7.54,7.5,10
231101,1. URBAN NEIGHBORHOOD,23,1,1,1,1,2009,92.935,9,9.5,7,10,6.4,9.875,5,2.5,10,6.16,8,9.5
231101,1. URBAN NEIGHBORHOOD,23,1,1,1,1,2011,83.81,,7.5,7,10,1.25,10,5,2.5,10,6.46,8,7.8
231102,1. URBAN NEIGHBORHOOD,23,1,1,2,1,1997,78.981666667,6.1,6,6,10,8,9.875,5,0,6.6666666667,4.84,7.5,9
231102,1. URBAN NEIGHBORHOOD,23,1,1,2,1,2000,79.836666667,5.89,7,7.5,10,6.4,10,5,1.25,6.6666666667,6.38,3.75,10
231102,1. URBAN NEIGHBORHOOD,23,1,1,2,1,2004,95.816666667,7.5,7,8,10,8,10,10,6.25,6.6666666667,5.6,7,9.8
231102,1. URBAN NEIGHBORHOOD,23,1,1,2,1,2006,82.58952381,5.91,7.5,7,10,6.4,9.5228571429,5,3.75,6.6666666667,6.54,4.5,9.8
231102,1. URBAN NEIGHBORHOOD,23,1,1,2,1,2009,89.920952381,7.18,7.5,8,10,8.75,9.9642857143,10,2.5,6.6666666667,6.36,5.5,7.5
231102,1. URBAN NEIGHBORHOOD,23,1,1,2,1,2011,95.280952381,,9.5,8,10,8.75,9.9642857143,10,2.5,6.6666666667,6.94,5.5,10
231103,2. SUBURBAN VILLAGE,23,1,1,3,2,1997,41.96,4,5.5,4,1,8,6.875,3.125,0,5,1.96,0,2.5
231103,2. SUBURBAN VILLAGE,23,1,1,3,2,2000,45.46,4.9,5.5,5,0.3,4,6.625,0.625,1.25,5,2.46,7.5,2.3
231103,2. SUBURBAN VILLAGE,23,1,1,3,2,2004,43.193095238,6.2,5.5,4.5,2,4,6.75,0.4464285714,1.25,6.6666666667,2.38,1,2.5
231103,2. SUBURBAN VILLAGE,23,1,1,3,2,2006,39.158333333,6.5,5.5,4.5,0.8,1.6,6.875,0,1.25,3.3333333333,2.3,2,4.5
231103,2. SUBURBAN VILLAGE,23,1,1,3,2,2009,49.61047619,5.81,5.5,4.5,6,1.25,7.0238095238,5,2.5,6.6666666667,2.66,0,2.7
231103,2. SUBURBAN VILLAGE,23,1,1,3,2,2011,51.247619048,,5,5,6,1.25,7.380952381,5,2.5,6.6666666667,2.48,0,3.3
231104,2. SUBURBAN VILLAGE,23,1,1,4,2,1997,54.952142857,5.9,5.5,3.5,2.6,8,7.5,4.7321428571,0,10,2.72,2.5,2
231104,2. SUBURBAN VILLAGE,23,1,1,4,2,2000,54.441666667,6,5.5,5,5,6.4,7.375,0,1.25,6.6666666667,3,3.75,4.5
231104,2. SUBURBAN VILLAGE,23,1,1,4,2,2004,61.42,6.9,5.5,5,2,8,7.75,5,1.25,10,3.52,2.5,4
231104,2. SUBURBAN VILLAGE,23,1,1,4,2,2006,62.239047619,6.14,6,4.5,2.5,6.4,6.6657142857,8.75,1.25,8.3333333333,3.3,4.5,3.9
231104,2. SUBURBAN VILLAGE,23,1,1,4,2,2009,64.192121212,6.82,5.5,5,5,8.75,7.0454545455,10,1.25,6.6666666667,3.16,1.5,3.5
231104,2. SUBURBAN VILLAGE,23,1,1,4,2,2011,81.963333333,,4.5,6.25,9.7,8.75,9.5,10,1.25,8.3333333333,3.58,3,9.8
231201,1. URBAN NEIGHBORHOOD,23,1,2,1,1,1997,88.1,6,5.5,5,10,8,9.75,8.75,0,10,5.8,10,9.3
231201,1. URBAN NEIGHBORHOOD,23,1,2,1,1,2000,89.598333333,5.9,5.5,5.25,9.9,8,9.875,10,0,8.3333333333,7.04,10,9.8
231201,1. URBAN NEIGHBORHOOD,23,1,2,1,1,2004,89.160833333,8.32,5.5,5.75,10,8,9.7375,5,5,8.3333333333,7.12,8,8.4
231201,1. URBAN NEIGHBORHOOD,23,1,2,1,1,2006,79.006666667,6.9,5.5,5.5,10,1.6,10,5,2.5,6.6666666667,7.84,8,9.5
231201,1. URBAN NEIGHBORHOOD,23,1,2,1,1,2009,82.458571429,7.67,5.5,5.5,10,8.75,9.7619047619,5,1.25,6.6666666667,8.06,6,8.3
231201,1. URBAN NEIGHBORHOOD,23,1,2,1,1,2011,78.136666667,,5.5,4.5,10,1.25,10,5,1.25,6.6666666667,8.76,7.5,9.8
231202,1. URBAN NEIGHBORHOOD,23,1,2,2,1,1997,84.635,6.1,6.5,4.5,10,8,9.75,4.375,0,10,7.66,8.75,9
231202,1. URBAN NEIGHBORHOOD,23,1,2,2,1,2000,91.598333333,6.3,6,4.5,9.9,8,9.875,10,2.5,8.3333333333,7.64,8.75,9.8
231202,1. URBAN NEIGHBORHOOD,23,1,2,2,1,2004,92.023333333,9,6,5.75,10,8,10,5,5,8.3333333333,7.84,8,9.1
231202,1. URBAN NEIGHBORHOOD,23,1,2,2,1,2006,80.366666667,8.05,7,6,5,1.6,10,10,1.25,6.6666666667,8.3,6.5,10
231202,1. URBAN NEIGHBORHOOD,23,1,2,2,1,2009,71.773333333,6.2,7,5,10,1.25,9.5,5,1.25,8.3333333333,7.24,2,9
231202,1. URBAN NEIGHBORHOOD,23,1,2,2,1,2011,79.226666667,,7,5,10,1.25,10,5,1.25,6.6666666667,8.76,6.5,10
231203,2. SUBURBAN VILLAGE,23,1,2,3,2,1997,48.333333333,4.8,5,4,1,8,7.625,4.375,0,3.3333333333,2.4,0,7.8
231203,2. SUBURBAN VILLAGE,23,1,2,3,2,2000,61.165,5.9,5,3,2,8,8.625,5,1.25,5,2.64,6.25,8.5
231203,2. SUBURBAN VILLAGE,23,1,2,3,2,2004,61.745,7.2,5,4.5,3,8,8.875,5,3.75,5,2.42,2.5,6.5
231203,2. SUBURBAN VILLAGE,23,1,2,3,2,2006,57.021666667,6.1,5,4.5,5,1.6,8.125,5,1.25,6.6666666667,2.28,3.5,8
231203,2. SUBURBAN VILLAGE,23,1,2,3,2,2009,54.336666667,7.2,5,5,5,1.25,9.25,5,1.25,6.6666666667,2.42,1,5.3
231203,2. SUBURBAN VILLAGE,23,1,2,3,2,2011,56.916666667,,6,5.5,3,1.25,9.75,5,1.25,6.6666666667,2.8,1,8.5
231204,2. SUBURBAN VILLAGE,23,1,2,4,2,1997,27.393333333,4.8,5,3.5,2,4,0.5,0,0,3.3333333333,1.96,0,2.3
231204,2. SUBURBAN VILLAGE,23,1,2,4,2,2000,48.499761905,5.9,5,3.5,4,8,1.6428571429,3.3035714286,1.25,3.3333333333,2.52,6.25,3.8
231204,2. SUBURBAN VILLAGE,23,1,2,4,2,2004,54.36,4.42,4.5,4,5,8,3.29,5,3.75,5,2.6,4,4.8
231204,2. SUBURBAN VILLAGE,23,1,2,4,2,2006,46.08452381,5.76,4.5,4,6,1.6,3.9278571429,5,1.25,6.6666666667,2.58,0,4.8
231204,2. SUBURBAN VILLAGE,23,1,2,4,2,2009,47.631666667,4.9,4.5,4.5,7,1.25,4.625,5,1.25,6.6666666667,2.44,1.5,4
231204,2. SUBURBAN VILLAGE,23,1,2,4,2,2011,41.421111111,,4.5,5,0,1.25,4.8611111111,5,1.25,5,2.54,0.5,5.3
232101,3. COUNTY TOWN NEIGHBORHOOD,23,2,1,1,3,1997,83.77,5.9,6.5,4.5,10,8,10,6.25,0,10,6.32,10,6.3
232101,3. COUNTY TOWN NEIGHBORHOOD,23,2,1,1,3,2000,84.393333333,6,6.5,5.25,8,8,10,7.5,2.5,8.3333333333,6.76,8.75,6.8
232101,3. COUNTY TOWN NEIGHBORHOOD,23,2,1,1,3,2004,75.118333333,6.9,6.5,6,10,6.4,9.875,10,1.25,3.3333333333,7.06,1,6.8
232101,3. COUNTY TOWN NEIGHBORHOOD,23,2,1,1,3,2006,76.086666667,6.4,6.5,6.5,4.75,4.8,10,5,3.75,6.6666666667,7.22,5,9.5
232101,3. COUNTY TOWN NEIGHBORHOOD,23,2,1,1,3,2009,80.29,7.2,6.5,6,9.5,8.75,10,5,2.5,5,6.84,5,8
232101,3. COUNTY TOWN NEIGHBORHOOD,23,2,1,1,3,2011,78.845,,6.5,5,9.5,8.75,9.375,5,2.5,5,7.12,5,7.5
232102,4. RURAL VILLAGE,23,2,1,2,4,1997,36.641666667,4.8,4.5,3.5,0.1,2,4.375,10,0,1.6666666667,2.4,0,3.3
232102,4. RURAL VILLAGE,23,2,1,2,4,2000,35.372857143,2.9,4.5,4.5,0,4,5,0.8928571429,1.25,5,2.58,1.25,3.5
232102,4. RURAL VILLAGE,23,2,1,2,4,2004,33.276666667,2.2,4.5,3.5,1,6,4.5,0,1.25,1.6666666667,2.36,2.5,3.8
232102,4. RURAL VILLAGE,23,2,1,2,4,2006,34.533333333,5.9,4,4.5,3,1.6,4.75,0,1.25,3.3333333333,2.7,0.5,3
232102,4. RURAL VILLAGE,23,2,1,2,4,2009,32.757857143,4.7,4,5,5,2.5,4.7678571429,0,1.25,0,2.54,0,3
232102,4. RURAL VILLAGE,23,2,1,2,4,2011,29.866666667,,4,4.5,1,2.5,4.75,0,1.25,1.6666666667,2.6,0,2.8
232103,4. RURAL VILLAGE,23,2,1,3,4,1997,33.941428571,3.7,3.5,2.5,1.5,6,3.75,1.0714285714,0,5,2.42,0,4.5
232103,4. RURAL VILLAGE,23,2,1,3,4,2000,27.521666667,2,3.5,2.5,1,4,4.875,1.25,1.25,1.6666666667,2.98,0,2.5
232103,4. RURAL VILLAGE,23,2,1,3,4,2004,43.581666667,4.6,3.5,3.5,0,8,5.375,1.25,1.25,6.6666666667,3.14,2,4.3
232103,4. RURAL VILLAGE,23,2,1,3,4,2006,37.376666667,6.3,3,3.5,3,1.6,4.5,0,1.25,6.6666666667,3.06,1,3.5
232103,4. RURAL VILLAGE,23,2,1,3,4,2009,34.265,5.8,3,3.5,2,1.25,5.125,0,1.25,5,3.04,0.5,3.8
232103,4. RURAL VILLAGE,23,2,1,3,4,2011,35.833333333,,3,4.5,2,1.25,6.5,0,1.25,3.3333333333,3.2,0.5,4.3
232104,4. RURAL VILLAGE,23,2,1,4,4,1997,49.638333333,5.9,2.5,3.5,1.5,4,4.125,10,0,8.3333333333,2.28,2.5,5
232104,4. RURAL VILLAGE,23,2,1,4,4,2000,40.32,1.68,2.5,3,1,4,4.87,10,1.25,5,2.52,0,4.5
232104,4. RURAL VILLAGE,23,2,1,4,4,2004,48.849047619,5.9,2,4.5,3.5,6,5.625,1.1607142857,1.25,8.3333333333,2.78,4,3.8
232104,4. RURAL VILLAGE,23,2,1,4,4,2006,32.476666667,5.8,2,5,1.5,1.6,4,0,1.25,6.6666666667,2.16,0.5,2
232104,4. RURAL VILLAGE,23,2,1,4,4,2009,44.781666667,6.5,2,4.5,5,2.5,4.875,0,5,6.6666666667,1.94,2.5,3.3
232104,4. RURAL VILLAGE,23,2,1,4,4,2011,46.858333333,,3,4,5,2.5,6.625,0,5,8.3333333333,2.1,0.5,3
232201,3. COUNTY TOWN NEIGHBORHOOD,23,2,2,1,3,1997,73.998333333,4.6,4,4.5,9.9,8,7.25,4.375,0,8.3333333333,4.54,10,8.5
232202,4. RURAL VILLAGE,23,2,2,2,4,1997,24.22047619,2.7,4,2.5,3.5,2,1.75,0.3571428571,0,3.3333333333,1.58,0,2.5
232202,4. RURAL VILLAGE,23,2,2,2,4,2000,37.643809524,4.9,4,3.5,1,3,2.875,5.9821428571,2.5,6.6666666667,1.72,0,1.5
232202,4. RURAL VILLAGE,23,2,2,2,4,2004,40.941666667,3.2,4,3.5,4,8,2.5,5.625,1.25,1.6666666667,1.9,1.5,3.8
232202,4. RURAL VILLAGE,23,2,2,2,4,2006,41.841666667,6.1,3.5,3.5,5,2,4.375,0,2.5,6.6666666667,2.2,1,5
232202,4. RURAL VILLAGE,23,2,2,2,4,2009,44.586666667,6.4,3.5,4,6,2.5,5,0,2.5,6.6666666667,2.22,1,4.8
232202,4. RURAL VILLAGE,23,2,2,2,4,2011,44.24,,3.5,4.5,3,4.375,5.125,0,5,5,2.44,1,4.5
232203,4. RURAL VILLAGE,23,2,2,3,4,1997,24.812142857,3.2,4.5,3,0.25,4,3.125,1.6071428571,0,0,1.88,1.25,2
232203,4. RURAL VILLAGE,23,2,2,3,4,2000,36.23952381,4.9,4.5,3,1.5,3,3,3.3928571429,2.5,6.6666666667,2.48,0,1.3
232203,4. RURAL VILLAGE,23,2,2,3,4,2004,46.65,2.6,4.5,2.5,3,4,3.5,10,1.25,5,2.3,4.5,3.5
232203,4. RURAL VILLAGE,23,2,2,3,4,2006,45.642142857,5.6,5,4.5,5,4,3.875,2.8571428571,1.25,5,2.56,1,5
232203,4. RURAL VILLAGE,23,2,2,3,4,2009,49.735,6.5,5,3.5,7,8.75,4.875,0,1.25,5,2.06,1,4.8
232203,4. RURAL VILLAGE,23,2,2,3,4,2011,52.154285714,,4.5,4,7,5,5.7142857143,0,5,5,1.94,4,4
232204,4. RURAL VILLAGE,23,2,2,4,4,1997,37.624761905,3.6,4.5,2.5,2,5,2.75,8.5714285714,0,3.3333333333,1.82,1.25,2.3
232204,4. RURAL VILLAGE,23,2,2,4,4,2000,41.156428571,5.8,4.5,3,1,4,2.875,8.5714285714,2.5,5,2.36,1.25,0.3
232204,4. RURAL VILLAGE,23,2,2,4,4,2004,52.458809524,4.3,4.5,4,7,4,3.625,7.8571428571,1.25,6.6666666667,2.46,4.5,2.3
232204,4. RURAL VILLAGE,23,2,2,4,4,2006,46.7,5.7,3.5,4.5,0.5,10,5,0,2.5,5,3,2,5
232204,4. RURAL VILLAGE,23,2,2,4,4,2009,49.256666667,6.5,3.5,5,2.5,10,4.75,0,2.5,6.6666666667,2.84,0.5,4.5
232204,4. RURAL VILLAGE,23,2,2,4,4,2011,45.458636364,,4,4.5,3,4.375,5.1136363636,0,5,5,2.74,0.5,4.5
232205,3. COUNTY TOWN NEIGHBORHOOD,23,2,2,5,3,2000,78.595,6.2,5.5,3,6,4.8,7.375,10,3.75,10,3.72,8.75,9.5
232205,3. COUNTY TOWN NEIGHBORHOOD,23,2,2,5,3,2004,86.04,6.6,5.5,4,9.7,8,7.5,10,2.5,10,3.24,9.5,9.5
232205,3. COUNTY TOWN NEIGHBORHOOD,23,2,2,5,3,2006,82.11,6,6,4,10,8,7.5,5,6.25,10,3.06,6.5,9.8
232205,3. COUNTY TOWN NEIGHBORHOOD,23,2,2,5,3,2009,89.069285714,8,5.5,4.5,10,8.75,7.3392857143,6.25,8.75,10,3.68,6.5,9.8
232205,3. COUNTY TOWN NEIGHBORHOOD,23,2,2,5,3,2011,91.838571429,,5.5,5,10,8.75,9.9285714286,5,10,10,3.26,6.5,10
232301,3. COUNTY TOWN NEIGHBORHOOD,23,2,3,1,3,1997,74.478333333,4,5.5,3.5,10,6,8.625,5,0,8.3333333333,6.22,7.5,9.8
232301,3. COUNTY TOWN NEIGHBORHOOD,23,2,3,1,3,2000,86.125,6,5.5,4.5,5,6.4,8.125,10,6.25,10,6.6,8.75,9
232301,3. COUNTY TOWN NEIGHBORHOOD,23,2,3,1,3,2004,72.836666667,5,5.5,4.5,10,4.8,9.8333333333,10,1.25,3.3333333333,6.82,2,9.8
232301,3. COUNTY TOWN NEIGHBORHOOD,23,2,3,1,3,2006,74.735,4.2,6.5,5,9.6,6.4,9.625,5,3.75,5,7.16,3,9.5
232301,3. COUNTY TOWN NEIGHBORHOOD,23,2,3,1,3,2009,90.27,8.24,6.5,5,10,8.75,10,5,5,10,7.28,5,9.5
232301,3. COUNTY TOWN NEIGHBORHOOD,23,2,3,1,3,2011,96.698333333,,6.5,4.5,10,8.75,9.875,5,10,8.3333333333,7.94,6.5,10
232302,4. RURAL VILLAGE,23,2,3,2,4,1997,28.936666667,3.9,4,3.5,0.25,6,2.5,5,0,1.6666666667,1.62,0,0.5
232302,4. RURAL VILLAGE,23,2,3,2,4,2000,40.48,4.9,4,3,1,4,3.75,10,1.25,5,1.78,0,1.8
232302,4. RURAL VILLAGE,23,2,3,2,4,2004,43.378333333,3.7,4,3.5,4.5,1.6,2.875,10,1.25,3.3333333333,2.32,2,4.3
232302,4. RURAL VILLAGE,23,2,3,2,4,2006,38.301666667,3.7,4,3.5,5,3.2,4.125,5,1.25,1.6666666667,2.36,0.5,4
232302,4. RURAL VILLAGE,23,2,3,2,4,2009,44.264285714,4.6,4,4,4,8.75,3.9642857143,0,1.25,5,2.4,1.5,4.8
232302,4. RURAL VILLAGE,23,2,3,2,4,2011,47.578333333,,3,4.5,4,8.75,4.125,5,1.25,3.3333333333,2.82,0.5,5
232303,4. RURAL VILLAGE,23,2,3,3,4,1997,24.19452381,3,2.5,4,2,6,2.2678571429,0,0,1.6666666667,1.76,0,1
232303,4. RURAL VILLAGE,23,2,3,3,4,2000,46.16,4.2,2.5,4.5,2,8,3.75,10,1.25,5,1.96,0,3
232303,4. RURAL VILLAGE,23,2,3,3,4,2004,45.806666667,4.1,3,4,4.4,1.6,3.25,10,1.25,6.6666666667,2.04,1,4.5
232303,4. RURAL VILLAGE,23,2,3,3,4,2006,36.075,3.4,3,5,0,1.6,4.625,5,1.25,5,1.9,0.5,4.8
232303,4. RURAL VILLAGE,23,2,3,3,4,2009,50.8,4.2,3,4,7.3,7.5,5.125,5.625,1.25,5,2,1,4.8
232303,4. RURAL VILLAGE,23,2,3,3,4,2011,48.093333333,,2.5,4,6,8.75,4.5,5,1.25,3.3333333333,2.16,0.5,5
232304,4. RURAL VILLAGE,23,2,3,4,4,1997,27.763333333,5,3,3,1.5,6,2.75,0,0,3.3333333333,2.38,0,0.8
232304,4. RURAL VILLAGE,23,2,3,4,4,2000,37.136666667,4.8,3,3,0.5,1.6,3,10,1.25,6.6666666667,2.52,0,0.8
232304,4. RURAL VILLAGE,23,2,3,4,4,2004,45.315,4.8,3,3.5,5.9,1.6,3.125,10,1.25,5,2.34,0,4.8
232304,4. RURAL VILLAGE,23,2,3,4,4,2006,38.529166667,2.57,3,3.5,7.2,1.6,4.8825,5,1.25,1.6666666667,2.16,0.5,5.2
232304,4. RURAL VILLAGE,23,2,3,4,4,2009,52.92,5.7,3,3.5,3,8.75,6.25,5,5,5,2.72,0.5,4.5
232304,4. RURAL VILLAGE,23,2,3,4,4,2011,51.258333333,,3,4,6,8.75,6.125,5,1.25,3.3333333333,3.2,0.5,5
232401,3. COUNTY TOWN NEIGHBORHOOD,23,2,4,1,3,1997,77.175,6.2,6.5,4,4.75,6,9.875,8.75,0,10,5.8,10,5.3
232401,3. COUNTY TOWN NEIGHBORHOOD,23,2,4,1,3,2000,85,5.2,6,5.25,9.7,6,10,6.25,6.25,10,6.1,8.75,5.5
232401,3. COUNTY TOWN NEIGHBORHOOD,23,2,4,1,3,2004,75.13,8.1,7.5,4,10,4.8,9.75,5,2.5,5,6.68,6.5,5.3
232401,3. COUNTY TOWN NEIGHBORHOOD,23,2,4,1,3,2006,87.313333333,6.7,7.5,3.5,9.7,6,10,10,5,8.3333333333,7.28,8,5.3
232401,3. COUNTY TOWN NEIGHBORHOOD,23,2,4,1,3,2009,75.626666667,8,7.5,5,10,7.5,10,5,2.5,1.6666666667,7.46,5,6
232401,3. COUNTY TOWN NEIGHBORHOOD,23,2,4,1,3,2011,82.543333333,,7.5,5,6,7.5,10,5,8.75,8.3333333333,7.46,6,5
232402,4. RURAL VILLAGE,23,2,4,2,4,1997,33.793333333,4.6,4.5,3.5,2.5,4,3.25,3.75,0,3.3333333333,1.86,0,2.5
232402,4. RURAL VILLAGE,23,2,4,2,4,2000,45.135,4.2,4.5,3.5,4.4,3,3.5,3.125,2.5,5,1.86,6.25,3.3
232402,4. RURAL VILLAGE,23,2,4,2,4,2004,41.593333333,4.7,4.5,3.5,3,3,4.75,2.5,1.25,8.3333333333,2.56,2,1.5
232402,4. RURAL VILLAGE,23,2,4,2,4,2006,38.105,5,4.5,4,4,3,3.875,0,1.25,5,2.48,2.5,2.5
232402,4. RURAL VILLAGE,23,2,4,2,4,2009,30.416666667,6.3,4.5,4.5,1.5,1.25,4.75,0,1.25,1.6666666667,2.2,0.5,2
232402,4. RURAL VILLAGE,23,2,4,2,4,2011,47.956666667,,4.5,4,2.5,1.25,7.5,5,5,6.6666666667,2.44,0,3.8
232403,4. RURAL VILLAGE,23,2,4,3,4,1997,38.273333333,3.8,3,4,1,4,2.1666666667,8.75,0,6.6666666667,2.64,1.25,1
